Unnamed: 0,Source File,Joined Title,Joined Description,Qualified categories
17,hackgt_2021.csv,RecipeHub,"Inspiration
Do you have lots of ingredients sitting around, slowly aging, that you can't think of a recipe for? Consider this: around 40% of the US food supply is wasted due to over-ordering, spoilage, and other factors according to the USDA. What if you could simply look at your ingredients and instantly come up with an amazing recipe?
What it does
Well there is way. RecipeHub uses computer vision to scan and detect ingredients using your phone's camera so you don't need to lift a finger. After you've scanned your ingredients RecipeHub sends a request to our backend API, asking for recipes that share ingredients with the ones you've provided. Our API responds with a list of matching recipes which are then displayed in the app. Users can favorite recipes for easy access and also search for recipes normally using our intelligent search field.
How we built it
The mobile app was built using SwiftUI, Apple's latest app development framework. While most features are implemented directly with SwiftUI, some parts, like the camera preview, require an interface to UIKit. This interface performs the object detection on device using the Vision framework.
We were able to train the model using only 1 image per class (i.e. 1 image per ingredient) thanks to Turi Create's one-shot object detection (OSOD) algorithm. The OSOD algorithm uses the provided images to generate thousands of synthetic images by overlaying each object on a collection of sample images, automatically generating the necessary bounding boxes and occasionally distorting parts of the image to train the model. A sample image generated by the algorithm is provided at the end of the image gallery.
Challenges we ran into
Our original training images had dimensions of around 1000x1000 however the OSOD algorithm is designed to accept images no larger than 500x500. Therefore most of the synthetic data didn't actually include our training data due to the applied transformations, meaning the resulting model was not accurate. Since the actual training takes around an hour for 5 images, we needed to be very careful to properly format our images. Thankfully our second attempt was successful and the model was able to accuracy detect ingredients.
Also, accessing and managing video data from a phones camera and feeding that data our model was a little tricky, especially since the camera can output data faster than the model can process it. Thankfully there was a lot of online documentation and sample code that we were able to take advantage of.
Accomplishments that we're proud of
The final model was (a lot) more accurate than we initially thought it would be, especially since it was only given one image per ingredient. The app is smooth, easy to use, and has a nice appearance. Also, the API is currently running smoothly on our VPS so anyone in the world can use our app.
What we learned

How to train an object detection model using limited data
How to make API requests in Swift
How to use Django's ORM to make the API

What's next for RecipeHub

Add more recipes, possibly via crowdsourcing
Train the model on more ingredients



Built With
djangomlpostgresqlpythonswift


Try it out



github.com","Best Use of C/C++ Rust Swift or Assembly, Best Sustainability Hack, Best use of Machine Learning/Artificial Intelligence"
18,hackgt_2021.csv,Juniper,"Inspiration
We want drip. You want drip. We all want drip. But you know what would be more epic than having drip? Having s u s t a i n a b l e drip. With the growing demand of obtaining drip, fast fashion companies have been producing massive volumes of clothing every year. However, this massive overhaul in production has led an abundance of textile waste, environmental pollution, and the exploitation of many workers. To help shoppers become more aware of these issues, we've developed a Chrome extension that can do research for the shopper and keep them informed of a company's decisions regarding sustainability and social issues.
What it does
Juniper empowers online shoppers to make environmentally and socially conscious purchases. Our extension gathers articles about a company's social/environmental impact and analyzes them with Google Cloud's Natural Language Processing AI to deliver consumers immediate and actionable insights. Furthermore, we highlight the specific areas where a company is unethical, and we offer more sustainable and socially conscious alternatives for your purchase.
How we built it

Wrote a web-scraping script to gather relevant articles regarding a specific company's environmental and social impacts
Fed results into Google Cloud's NLP AI to perform sentiment analysis and categorization on the articles' content
Developed a Chrome extension that automatically recognizes the company of interest and performs the web-scraping, sentiment analysis, and categorization
Designed UI that displays the information concisely while still highlighting all important insights

Challenges we ran into

NLP ran too slow synchronously, worked out how to run it asynchronously to improve performance
Originally used News API to get articles, realized that the API was not generating a robust set of articles for our NLP, shifted to our own web-scraping approach which yielded much better results
Being able to combine all individual scripts/program into one seamless process
Never used NLP, Node.js, or Google Cloud
Never developed Chrome Extension
Very unfamiliar with JavaScript

Accomplishments that we're proud of
-It kinda works :)
What we learned

Learned about asynchronous processing for NLP
Integrating JavaScript and Python
How to use Google Cloud NLP
Basic NLP Principles
Building a basic server

What's next for Juniper

Currently focusing on fashion industry, however concept is applicable to more general product space
Looking to create a more robust alternatives system
Optimize code efficiency



Built With
beautiful-soupcssgoogle-cloudhtmljavascriptnode.jspythonwebsocket


Try it out



github.com","Best Sustainability Hack, Best Use of Google Cloud API, Best Natural Language Processing Hack, Best use of Machine Learning/Artificial Intelligence"
19,hackgt_2021.csv,RoboVR,"Inspiration
Human-robot interaction is a relatively new field of robotics that has emerged alongside the advances in computing, interaction, and AI. As virtual reality and computer power continues to evolve today, new frontiers have opened into how we can interact with and control robots on scale. In particular, controlling multi-robot swarms -- on the scale of 5 to 50 robots -- has long been a difficult problem for 2D interfaces, which are limited to either point-and-click or shape-select and have limited environment capabilities. In RoboVR we leverage virtual reality to explore controlling real-world multi-robot swarms through a novel dimension: 3D.  Furthermore, we believe VR has great potential to unite people remotely -- RoboVR opens new frontiers for multiple people from around the world to be engaged with one point in the real world: having a direct physical influence on the physical world, virtually.
What it does
RoboVR allows multiple humans in virtual reality to control a swarm of up to 8 robots in the real world. Human operators are presented with a square arena in VR-space, where they are able to virtually and remotely relocate the robots and have the virtual robots' real-world counterparts navigate autonomously. As context for this environment we built both a physical and a virtual Capture the Flag environment. Both environments are linked -- human directions from VR-space set waypoints for robots in the physical space, and the robots in the physical world update the VR-space with their physical locations. Two teams, each led by one player in VR, compete to navigate their physical robots to capture their opponent's virtual flags in the environment. 
How we built it
The project has three primary components:

A game server that handles inbound location updates from the robots, inbound waypoints from the VR-space, and determines the game state (where the flags are, whether robots are ""blocked"" due to proximity of enough enemy robots, etc) to send to both the physical and VR-space. As the game server is being constantly bombarded by HTTP requests from both the robot controller and the VR-space, we developed the server in Golang and implemented read/write locks to protect game state data. The server also contains protections to ensure the two VR players are unable to move each other's robots.
A robot controller that interfaces with up to 8 Cozmos wireless mobile robots to localize and navigate them to target waypoints. Each Cozmos robot emits its own WiFi network through which to interface with the robot, challenging us to control multiple simultaneously. We were able to work around this by USB-splitting Android devices from the robot controller, so the robot controller could both interface with multiple robots as well as send location updates to the game server via GT's wifi. The robot controller also successfully avoided hard-coding robot IDs to team roles by dynamically allocating robots when discrepancies existed between the number of assigned robots and the number of robot slots indicated by the game server. We wrote the robot controller in Python.
A Virtual Reality environment that allows users to pick-and-place robots to set their waypoints. The environment shows the current locations of each team's robots, the locations of the user's robot's waypoint markers, and the locations of both the red and blue flags. The VR environment is frequently updating the game state from the game server, redrawing accordingly, and sending user-specified waypoints back to the server. The VR environment was created in Unity3D.

Overall, RoboVR connects real-world robots to multi-human virtual reality control. While the context we created for this project was an adversarial game, Capture the Flag, this technology has a range of applications from emergency response (e.g., multi-user coordination of autonomous systems in response to fires and disasters), air traffic control and shipping logistics (which is only recently starting to gain research traction), to military applications. We believe Virtual Reality has the potential change the world, and wanted RoboVR to demonstrate that yes, it can.
Challenges we ran into
Our greatest challenges came from the Cozmos robots. They are designed for child entertainment, not development, so their SDK is not intended for fine-tuned control via third parties -- much less controlling multiple simultaneously. Furthermore, the Cozmos we were able to access (from a robotics lab on campus) had not been used in years, so most of their batteries were all but dead. However, we pushed through these physical limitations to develop RoboVR's proof-of-concept.
Accomplishments that we're proud of
We are most proud of what we were able to learn. Before starting HackGT we made a list of what we wanted to get out of it -- Glen wanted to apply multi-robot control, Jenna wanted to try making a VR environment, and Jack wanted to learn how to use Golang. We brainstormed RoboVR to combine these interests towards a broader societal impact.
What's next for RoboVR
All three of us are part of a robotics lab on campus, and we regularly have children tour groups stop by. We succeeded in meeting our brainstormed development objectives (minus some visual touch-ups), so we want to give RoboVR a chance to inspire future hackers!


Built With
cozmogolangoculuspythonunityvr","Most Technically Challenging, Most Innovative Hack, Best AR/VR Hack"
20,hackgt_2021.csv,BookIt,"BookIt
Have you ever tried to set up a meeting, but had to go through a long and tedious email chain to do so? This website, called BookIt!, aims to solve that issue.
BookIt! uses the Google Calendar API to automatically find an open time slot in your calendar in business hours, and set up a new meeting.
This project was inspired by the annoying email chains we have to go through to schedule an interview with a recruiter.
By developing this website, we learned a lot about Node.js, web frameworks, and API integration. We also developed our algorithmic mindset by finding an open calendar slot.
Throughout the development of this website, we faced many challenges in utilizing the APIs, especially because of the OAuth tokens. We overcame these challenges with our relentless mindset and the end goal in mind.
Thank you for your time!


Built With
cssgcpgoogle-calendar-apihtmlnode.js


Try it out



github.com","Best Use of Google Cloud API, Efficiency Boosters Prize"
21,hackgt_2021.csv,Spender,"Inspiration
All the dating apps in the 21st century
What it does
You swipe on clothes that you like or don't like. 
How we built it
Challenges we ran into
Accomplishments that we're proud of
What we learned
What's next for Spender
Recommendations based on what you've swiped.
FIlter by stores closest to you!


Built With
html


Try it out



github.com",
22,hackgt_2021.csv,InvestigatAR,"Inspiration
As the pandemic begins to subside, stores have begun to open, but many people are now comfortable with the ease of technology at their fingertips while shopping. This begs the question of how we can incorporate technology to create an immersive in-store experience.
Another important issue for both retailers and consumers is miscommunication. How big is this couch really? Will this chair fit under my desk? Does my backpack have enough space to hold this? Is this ethically sourced? Is there anything else just like this? 
InvestigatAR aims to bridge the gap between technology and in-store experiences as well as reduce this miscommunication to consumers via a mobile application powered by Machine Learning, AR, and Crowdsourcing. InvestigatAR allows customers to analyze products and make informed decisions by utilizing our AR features, reviews, sustainability scores, and more!
InvestigatAR has three guiding principles: 

Sensibility
Sustainability
Scalability

What it does
By scanning QR codes in our app, users are able to see a full scale model of the assembled product at the tips of their fingers. Using our Spring Boot server and NCR's Catalog API, users are able to see the name, reviews, description, pricing, and other critical information of the product. Don’t know what a product is? Scan it. Using an image recognition and object detection model, we can show you the closest matches in other products AND show information about whether the product is sustainable for the environment, comes from ethical sources, and has good reviews.
How we built it
Starting from the cloud down.
The backend is built with Spring Boot, Spring Security, MongoDB, JSON Web Tokens for Authentication, and Java Unirest to communicate with NCR’s Catalog API, all deployed to a remote server on Heroku. What all of those words mean is that we send and collect information from our cross platform application to display all the information on screen: user profiles, reviews, AR models, machine learning-powered analysis, and more. 
The frontend is built in Typescript, React Native, Redux, Google ML, and VIRO AR. First, we authenticate users against our database, allowing them to register if they do not have an account. Users can then scan QR codes or objects, and then see AR models and reviews associated with the product. They are also able to see the history of everything they’ve scanned. In addition to this, our mobile application has the capability to run on both Android and iOS since it is built in React Native. 
Challenges we ran into
Two Big Things: Incorporating sponsor APIs and object detection into the mobile app. Incorporating the NCR API took a lot of trial and error and calls with NCR engineers, until finally becoming a core part of our server. From the ashes rose the phoenix (or just a small bird) of the server side. Being able to catalog data adds a huge benefit to our application, with retailers being able to update item inventory, descriptions, names, and more.
We initially started with using built-in libraries in React Native to serve predictions for object detection. Unfortunately, our application could neither object nor detect. After spending multiple (i.e more time than should ever be spent) hours on trying to fix dependencies for TensorFlowLite for React Native, we did what any sane team would do and redid the entire code so that we could instead use TensorFlow.js. And guess what? That also did not work either. So, instead of using TensorFlow, we decided to go with an API call to ClarifAI, which hosts a pretrained ML model for image classification. Now, we are able to recognize clothing AND display AR models of what we have in our catalogue. Pretty neat. We further wanted to improve this feature by reducing our dependencies on open-source apis, and instead developed our own API using Flask that serves predictions using a state-of-the-art deep learning PyTorch YOLO Object detection model. After a bit of debugging, we were successful in integrating this endpoint into our platform.
Accomplishments that we're proud of
Augmented reality and our server. Getting our app to display a variety of models and having a server to back all of these requests is extremely cool and took the vast majority of our time.
There are a variety of AR objects and sustainability scores! The sustainability scores were key to our design because we want users to shop for alternatives that help the environment and that is a lot easier when they can see exactly what those are.
As a side note, our UI also took a lot of time, and most people won’t notice (which is the point). Shoutout to Vivek for (mostly) single handingly designing it. 
What we learned
Two of our team members had no experience with any of the Tech Stack before this hackathon. By the end, they became crucial parts, learning React Native, Spring Boot, and UI design.
Our other two team members learned the importance of friendship. In more serious matters, they learned how to make object recognition on mobile devices user friendly, connect to our server, and display it all in the span of 6 hours.
What's next for InvestigatAR
Create better classification models, including user input on how accurate rankings are. Add many more AR models of all different brands, types, and shapes of every object imaginable. Furthermore, we are looking into webscraping HowGood, the world's largest sustainability database. Product reviews can also be labeled and filtered with sentiment analysis to allow users to filter by positive/negative reactions. Oh, and we'll probably sleep for a week before that.


Built With
augmented-realityclarifaiflaskgoogle-mlherokujavascriptjwtmongodbncr-catalog-apipythonpytorchreact-nativereduxrestapispring-boottensorflowtypescriptviro


Try it out



github.com



github.com



github.com","Best Hack for eCommerce, Best Improvement of Retail Experience, Best AR/VR Hack, Most Technically Challenging, Best Mobile Hack, Best Use of MongoDB Atlas"
23,hackgt_2021.csv,Unispaces,"Inspiration
Our inspiration lies in wanting college students to better connect with their campus. We wanted an application designed for crowdsourced data, giving students a voice to share what they see on campus with other students. We wanted a web app that is interactive and ever-changing rather than a static design with hardcoded data. Through this desire, UniSpaces was born. 
What it does
UniSpaces allows users to do three things. First, users can share their information about specific places based on certain questions. These questions could be but are not limited to “How crowded is this space?”, “Are people wearing a mask?”, “Is the space noisy?” and “Is the parking lot full?”. Users can answer these questions to either validate or change the answers of other users. Second, UniSpaces gathers the crowdsourced responses and provides visualizations for users to view trends. This functionality gives users the power to see how historically one space has been during specific day periods, allowing for better decision-making when selecting a space. Third, UniSpaces enables users to get information on an area they inquire about. So when a student is looking for a particular space to study, they can pull up the latest news reported about the space. 
How we built it
Unispaces is a web app built on the MERN (Mongo DB, Express.js, React, Node.js) stack. To create our front end, we leveraged React and CSS to visually design the app. We used Express.js as an API to connect the front end to the database. MongoDB was used to store all user data. 
Challenges we ran into
While designing UniSpaces, figuring out the schema of our MongoDB was the hardest task. We learned quickly that the front end could only work if the backend was intentionally formed. We spent hours discussing and deliberating on how the data should move from frontend to backend at the whiteboard. Using a nonrelational database challenged our thinking simply because we all have experience in relational databases. Also, using javascript can be quite challenging due to asynchronous functions and promises. 
Accomplishments that we're proud of
We are proud of our teamwork. We worked well together by brainstorming ideas, designing the data flow, and splitting up responsibilities. This is our best project so far and the first application where the back-end is fully implemented with the front-end.  Also, we created the art during the hackathon which really brings our Homepage to life.
What we learned
We learned how to make a full-stack website, something we have not done before. At previous Hackathons, our team has focused more on building the front-end than the back-end. While developing this project, we learned how to set up and use a MongoDB Database and use express.js on the backend. We also learned how to deploy our API and website on Heroku.
What's next for UniSpaces
We plan on expanding UniSpaces to React Native and making it a mobile app. Our idea of having users checking and updating the status of locations they visit fits well with an application you can quickly pull up on your phone.
This is in addition to expanding the colleges, buildings, and prompts available on the Web App.


Built With
express.jsherokujavascriptmongodbnode.jspostmanreactreact-routervscode


Try it out



hackgt-unispaces.herokuapp.com



github.com","Best Use of MongoDB Atlas, Best Use of React, Best Hack for College Students"
24,hackgt_2021.csv,HitchHike,"Inspiration
We are both college students who came into Georgia Tech as out of state students. One of the greatest challenges that we face is transportation, especially when we need to get out of campus. Services such as Uber can be very costly for an individual, and public transportation can be dangerous at nighttime. For this reason we were motivated to find a solution that would allow anyone, such as students, to easily find a carpool to get to locations without a car. We also wanted to make a solution that could connect drivers to other potential riders, so that such drivers would not be forced to drive alone. We were further motivated when we found that a great system for carpools allows the users to work towards decreasing carbon emissions, as less cars are used overall when people carpool. 
What it does
The program has two primary functions: finding drivers and finding riders. After a user makes an account, the user can navigate to the search tab, in which they can search for car trips that drivers have already entered (indicating that they are going to a certain location). In the search, a driver can list their starting location (or general starting location) as well as a price for riding in the car. If a user is interested in a ride, they can check for more details such as contact information of the driver, date of the trip, and amount of people the driver can take. From the ""further details"" page, a user can choose to accept the trip, which will then send the information to the account of the driver, where the driver can choose to accept or decline the rider. If the driver accepts the rider, the driver and rider will then be able to view each others' contact information (an email) to set up a ride. As for drivers, after logging in, they can set up a ride and enter in information for where they are going, as well as parameters such as price, amount of riders, starting location, and event they are going to, and the ride will then be available for riders to search. All users have the ability to set up trips, as well as be riders in others if they choose to do so. Each user has a tab for rides they have been accepted in by the driver, as well as a list of trips that they will be driving with others. 
How we built it
The web app is comprised of three main components: HTML/CSS and JS for the front-end, and python for the backed. The main purpose of the HTML and JS was to collect and prepare the data needed to be run through algorithms in the back end. This was completed by setting up pop up boxes that collect the information such as searches, usernames, and trip information, which are then formatted into JSON and sent as a API request to the back end. We also programmed the JS to detect if emails entered are real, as well as preventing empty text boxes. We decided to put a focus on good HTML/CSS, as we value simplicity as a part of this web app. We believe that the app's effectiveness also relies on how easy it is for the user to use, as well as look at. For this reason, we made a UI that is simple to understand and interact with. 
    The backend is primarily written in flask, a python web framework. In the search function, we used an stop word algorithm to optimize result relevance. This means that users will not have to deal with irrelevant results. We implemented security through password hashing and secure user sessions. By using a web server, users can interact simultaneously and their data is saved efficiently on the server. Finally, the back end operates efficiently due to a lack of HTML processing or expensive backend operations. 
Challenges we ran into
As this was our first hackathon, one of the greatest challenges we faced was coming up with a viable project in which we could find an effective and efficient solution using the skills that we currently possess. Our original ideas were very ambitious, however, we did not possess the skills to develop such solutions in the time allotted, and as a team of two, we needed to make sure we didn't take on too many tasks that could not be finished. We attempted to use backend databases, but found it too cumbersome with our current expertise. We were also limited by our lack of knowledge of git, and other programming languages. Ultimately, we decided to capitalize on the strengths of our team, and create a project in which we could give ourselves a healthy challenge. In order to do this, we spent a good deal of time mocking up ideas, and brainstorming. We decided on the project, when we all agreed. 
Accomplishments that we're proud of
First and foremost, we are thrilled to have finished our first hackathon ever with a complete project. We were able to capitalize on each other's strengths, and build a product that we can stand behind. We are also proud to have been able to successfully implement a front end with a backend, and allow the front end to be simple. We put a great deal of work into our backend, and are proud that we were able to write algorithms that could create a searching system. As newcomers to the field of computer science, amidst having to learn how things such as APISs and inter-language communication works, we were able to continue working through hardships that we faced in the making of this project.
What we learned
One of the most valuable things we learned is teamwork. We learned quickly that projects on such a scale are very difficult to work on alone, and we learned that effective communication with teammates allows a product much more useful than any one that can be made alone. We also learned how to create a software project from start to finish, using services such as github. We also learned how web servers work, and how to use them in our own projects. Lastly, we learned the importance of storing data securely, and how to retrieve such data when needed.
What's next for HitchHiker
We have several things to implement in the future of HitchHike, some of the future features we plan to include are as follows:

Using Google maps to modify search results based on proximity
Creating a system for two-factor authentication for accounts that are set up
A verification system in which a user can take a photo of event tickets to prove that they are going on a trip that is entered
A in-site chatting system for drivers and riders to interact 



Built With
cssflaskhtmljavascriptpython


Try it out



github.com","Best First-Time Hack, Best Driving Experience hack"
25,hackgt_2021.csv,SimplyWeekly,"Inspiration
We all share a struggle of easily seeing our time at a glance. There's a lot of events to keep track of! Schedulers such as Google Calendar can be a hassle to use due to having to manually create events for the week, and using spreadsheets are tedious to use due to having to format and type in the events manually. We wanted something where we could quickly create a visualization of the time we had.
What it does
What SimplyWeekly does is create an easier way to schedule your week. You can do this by typing events in the text box such as ""Grab food tmmr at 8 am"" and  ""Do my homework in the evening"". By typing these events into the box, the events get scheduled inside the calendar displayed in the application for users to easily see their week's schedule.  
How we built it
We built this application by using Reactjs for the UI and used Python, Flask, and MongoDB for the backend. We wrote our own natural language parser that accepts simple commands and puts them on the calendar.
Challenges we ran into
We had some trouble integrating the frontend and backend to process the text in the textbox, update the events in the database, and the update what is displayed on the calendar into our Reactjs project.  Additionally the NLP has been a huge challenge for our project in parsing a statement into an event title, a duration, and a starting timestamp, then updating the database, and then pushing back to the frontend.
Accomplishments that we're proud of
We all came in with pretty disparate skillsets, it was amazing that we managed to use all of our strengths in this project.
What we learned
We learned that human language is very convoluted as we were trying to use NLP to predict what the user wants to set up for the calendar. Users can type in various ways and mean similar meanings, for example, ""Set an alarm tmmr morning"" and ""09:00 alarm"" or vise versa. For our project, we had to take account these various meanings of phrases to make our calendar project understand what the user wants on their schedule. 
What's next for SimplyWeekly
We would like to add more functionality to make the system even faster and more intuitive to use. We could support more diverse inputs as well. We also wanted to make this more intuitive to use on mobile. Also we could integrate our calendar with existing services, so that people can work on blocking their time outside of meetings.


Built With
cssflaskhtmljavascriptjsonmongodbpythonreactxhr


Try it out



github.com","Best Use of React, Best Use of MongoDB Atlas, Efficiency Boosters Prize"
26,hackgt_2021.csv,Peanut,"We were inspired by the interesting use of MapKit with Swift; our team has always been interested in IOS development and wanted to see what was possible!
Our app contains two main features: a note-taking page where individuals can track the things and deadlines they want to remember. The other aspect is a personalized map, where students can place customs pins on the map detailing important spots around their city/campus where they like to study, eat, or anything!
Using Swiftui
We are beginners towards Swiftui in particular so we had some trouble getting familiar to the language, but overall it was a good experience.
Proud of actually creating a functional and useful product!
The basics of Swiftui and how to use XCode as well
We want to have automatic indications on the map of popular spots that other people frequent!


Built With
swiftui


Try it out



github.com","Best Mobile Hack, Best Use of C/C++ Rust Swift or Assembly, Best First-Time Hack"
27,hackgt_2021.csv,Company and Banking Management,"Inspiration:
We set off on our project with the goal of creating a simple, yet effective program at modeling a few of the features of business management and banking. 
What it does:
With our program, we are able to create new banking accounts for individuals in the terminal, which can then be accessed with deposit/withdraw methods. Additionally, employee and supplier identities can be made. Employees are able to be paid some sum of money sorted by name, and suppliers can be accessed to buy materials.
How we built it:
We mainly used Java in an object-oriented program style, collaborating on a shared online GitHub repository to upload the different methods and classes.
Challenges we ran into:
We had trouble merging different files from the shared git repository, as well as the process transitioning from lists to ArrayLists in the middle of the project. Additionally, there were other complications with the miscommunication between adding more features and debugging existing methods.
Accomplishments that we're proud of:
We were proud that with our collaboration, even with the initial syntax mishaps in the code, we were able to end with a functional product.
What we learned:
We learned how to coordinate our workflow in uploading to a shared git repository, so that the merging errors were minimized and each section/method was able to be finished very efficiently.
What's next for Company and Bank Manager:
We aim to develop a more user-friendly GUI for Company and Bank Manager.


Built With
githubjavavisual-studiowindows-10


Try it out



github.com",
28,hackgt_2021.csv,EcoKnow,"Inspiration
A growing population with a worrying environmental future
What it does
Educates children of all ages about their environmental impact
How we built it
Android Studio and Flutter(using dart)
Challenges we ran into
We did not know Android Studio or Flutter at all before this Hackathon
Accomplishments that we're proud of
We successfully learned and created a functioning app in a language we had never heard of before Friday night
What we learned
How to code in android studio and dart using Flutter. 
What's next for EcoKnow
We plan on optimizing our code and uploading it to Google Play, because we did not know Android enough to create extremely efficient code given the time constraints.


Built With
android-studiodartflutterjava


Try it out



github.com","Best First-Time Hack, Best Android App, Best Sustainability Hack"
29,hackgt_2021.csv,Ping for Pong,"Inspiration
Table tennis enthusiasts at Georgia Tech struggle to find tables to play on around campus outside of Table Tennis Club. Ping for Pong aims to eliminate this issue by compiling the tables available on campus into a website and displaying them on an interactive map.
What it does
On the site, each building containing a ping pong table will have a marker over it. When the marker is clicked, a box with more information will hover over the marker. The box will contain information about where the table is located within the building, as well other notes such as hours of operation. Players can also use the form at the bottom of the site to submit new tables they found on campus for confirmation.
How we built it
The components on the site were made through React, and styled with CSS. To embed an interactive map onto the site, we used Google's Maps JavaScript API. 
Challenges we ran into
Half of our team was unfamiliar with React, where we built a majority of our code, so that was something we needed to discuss in terms of work distribution. Also, creating cohesion between the React system, stylistic guides, and the API was something that took a large amount of our time to try and effectively work on.
Accomplishments that we're proud of
We worked to create an interactive website to allow users to see what ping pong tables are active and which are available to be played on. We hope this will localize all of the players onto one service instead of being spread across Discord, Reddit, GroupMe, and other platforms used across Georgia Tech campus.
What we learned
As computer science underclassmen (and a mathematics underclassmen), we learned how to use the Maps JavaScript API in our project website and how to work with React to create user interfaces. We also learned how to break down a project and distribute tasks among members in an efficient way.
What's next for Ping for Pong
For the future development of Ping for Pong, we intend to include back-end functionality to save player info and create accounts to let others know who is playing where. We also have the intention of allowing logged-in players the option to form groups when indicating group playing at a table.
ion


Built With
cssgoogle-cloudmaps-javascript-apireact


Try it out



github.com","Best Use of Google Cloud API, Best Hack for College Students, Best Use of React "
30,hackgt_2021.csv,Thebes,"Inspiration
Currently, the way most businesses utilize coupons is through email lists, snail mail, or in-app rewards. These modes of distribution are passive and leave the customer unengaged. This problem prompted us to create Thebes to improve customer engagement and make the retail process more enjoyable.
What it does

Streamlines the process for businesses to generate coupons linked to NFC tags. 
Allows users to scan NFC tags to redeem coupons.
Displays coupon details and generates QR codes for users to redeem coupons.
Increases customer engagement by allowing businesses to create scavenger hunts with coupons as rewards.

How we built it

React


We used React to design our frontend admin dashboard for businesses, utilizing functional components along with hooks to track inputted user data.

NCR's API


We used basic authentication to make requests to NCR's Digital Coupons API.
When a business generates a new couupon on the admin dashboard, we call the ""Create Coupon"" endpoint to generate and store a new coupon.
When a user scans a NFC beacon, we call the ""Retrieve Coupon by Id"" endpoint to allow the user to redeem their coupon.

GCP


We use two GCP serverless Cloud Functions to interface with the NCR APIs from our frontend, thus bypassing the same-origin policy.
One function is used when the business generates a new coupon, where the fields entered are sent to our cloud function and processed to be sent to the digital coupons API.
The second function is queried when the user wants to redeem a coupon, where it returns the redeemed coupon's details.

Kotlin


 We chose Android because there are fewer restrictions on accessing NFC capabilities on the phone.
 We chose Kotlin over mulitplatform development tools such as Flutter and React Native due to its close integration with Android deveopment.


Challenges we ran into

No one had prior experience with Kotlin and Android development
We didn't have easy access to NFC tags, so we had to improvise

Accomplishments that we're proud of

Getting the NFC reader to work on the mobile app
Learning authentication with NCR's API
Pretty design

What we learned
Over the last 36 hours, we learned about the inner-workings of NFC technology and how to interact with NFC devices. We also learned Android development, how to integrate frontend applications with backend components, and API authentication and use.
What's next for Thebes

Allowing users to participate in multiple companies' scavenger hunts.
Storing user progreess across multi-part scavenger hunts with NFC beacons as checkpoints.

Citations

React Design Template: https://ui-lib.com/downloads/matx-react-dashboard/
NFC on Android: https://proandroiddev.com/working-with-nfc-tags-on-android-c1e5af47a3db
QR Code Generation: https://www.geeksforgeeks.org/how-to-generate-qr-code-in-android/



Built With
gcpjavascriptkotlinncr-bspncr-digital-coupons-apinode.jsreact


Try it out



github.com","Best First-Time Hack, Best Improvement of Retail Experience, Best Use of React, Best Use of Google Cloud API"
31,hackgt_2021.csv,Notable,"Inspiration
Music playlists are hard to make and time consuming
What it does
It will autogenerate playlist based off keywords
How we built it
We made a user interface prototype in figma and the python flask library
Challenges we ran into
There are authorization difficulties with Spotify on both the server end and the user end.
Accomplishments that we're proud of
We learned a lot about flask
What we learned
How to use API's in a website
What's next for Notable
We'll continue to develop it into full functionality


Built With
flaskpythonspotifyapi


Try it out



github.com",
32,hackgt_2021.csv,GT Dining Detective,"Inspiration
We were inspired by waiting in line at the Brittain dining hall for over 30 minutes while trying to get lunch last week, and when we finally got to the front there was little food left, and we had to wait an additional 10 minutes for fresh food to be brought out.
What it does
The app utilizes a neural network and predicts what times the dining halls are the busiest and how low on food they are. By using user input and predefined data, the neural network trains itself to better predict dining hall conditions over time. We hope to provide students with a reliable way to avoid the busiest times and long waits.
How we built it
We used Android Studio and Java to build the framework of the app and Python to write the machine learning required to build the neural network.
Challenges we ran into
Our largest challenge was communicating between the front-end Java logic and the back-end Python neural network.
Accomplishments that we're proud of
We are very proud of our successful implementation of a neural network based off of over 10,000 distinct data points instead of a basic linear regression model along with efficiently storing user data through the use of CSV files. And while not as technical, our visual design is also something we are quite proud of.
What we learned
We learned how to incorporate a variety of different languages together into a single visual application. We also improved our Android Studio development skills and, for the first time, managed large CSV file to efficiently store user data into the limited memory space of an app.
What's next for GT Dining Detective
In the future, we would like to use a Cloud service to store the data of a large number of users, along with utilizing Google's API to improve the accuracy of our app. We would also like to port the app to IOS in the future.


Built With
android-studiojavanumpypandaspythonsklearntensorflowxml


Try it out



github.com","Best Android App, Best Hack for College Students, Best use of Machine Learning/Artificial Intelligence"
